1	103	27.0
1	108	124.0
1	109	100.0
1	112	4.0
1	113	224.0
1	115	225.0
1	118	6.0
1	121	30.0
1	125	656.0
1	128	6.0
1	139	57.0
1	151	68.0
1	153	143.0
1	157	200.0
1	158	208.0
1	161	108.0
1	164	1045.0
1	165	25.0
1	166	522.0
1	167	684.0
1	168	764.0
1	169	1001.0
1	170	2296.0
1	171	28.0
1	172	249.0
1	173	1768.0
1	174	580.0
1	175	811.0
1	178	2580.0
1	180	36.0
1	181	24.0
1	182	3100.0
1	183	869.0
1	184	3091.0
1	185	1967.0
1	186	1348.0
1	187	172.0
1	188	741.0
1	189	588.0
1	190	980.0
1	191	941.0
1	192	360.0
1	194	162.0
1	195	2175.0
1	196	688.0
1	199	754.0
1	200	992.0
1	201	750.0
1	202	492.0
1	203	28.0
1	204	54.0
1	205	78.0
1	206	94.0
1	207	162.0
1	208	678.0
1	209	111.0
1	210	1656.0
1	211	84.0
1	212	12.0
1	213	252.0
1	214	58.0
1	215	221.0
1	216	14.0
1	217	636.0
1	218	10.0
1	219	54.0
1	220	43.0
1	222	354.0
1	225	352.0
1	229	560.0
1	230	34.0
1	231	46.0
1	232	358.0
1	233	6.0
1	234	46.0
1	235	78.0
1	236	84.0
1	237	88.0
1	238	43.0
1	24	5.0
1	240	194.0
1	241	224.0
1	242	40.0
1	245	341.0
1	246	256.0
1	248	102.0
1	249	285.0
1	250	112.0
1	251	319.0
1	252	10.0
1	253	13.0
1	29	1.0
1	35	118.0
1	37	238.0
1	39	38.0
1	41	36.0
1	43	81.0
1	46	86.0
1	52	348.0
1	54	60.0
1	62	214.0
1	68	187.0
1	85	50.0
1	86	56.0
1	88	3.0
1	89	171.0
1	93	84.0
1	96	72.0
10	103	27.0
10	108	124.0
10	109	101.0
10	112	4.0
10	113	224.0
10	115	225.0
10	118	6.0
10	121	30.0
10	125	656.0
10	128	6.0
10	139	57.0
10	151	68.0
10	153	143.0
10	157	200.0
10	158	208.0
10	161	111.0
10	164	1056.0
10	165	25.0
10	166	528.0
10	167	691.0
10	168	772.0
10	169	1011.0
10	170	2324.0
10	171	28.0
10	172	252.0
10	173	1781.0
10	174	585.0
10	175	818.0
10	178	2610.0
10	180	36.0
10	181	24.0
10	182	3124.0
10	183	880.0
10	184	3113.0
10	185	1981.0
10	186	1364.0
10	187	172.0
10	188	741.0
10	189	588.0
10	190	986.0
10	191	944.0
10	192	365.0
10	194	162.0
10	195	2175.0
10	196	690.0
10	199	754.0
10	200	996.0
10	201	751.0
10	202	492.0
10	203	28.0
10	204	54.0
10	205	78.0
10	206	94.0
10	207	162.0
10	208	678.0
10	209	111.0
10	210	1656.0
10	211	84.0
10	212	12.0
10	213	252.0
10	214	58.0
10	215	221.0
10	216	14.0
10	217	636.0
10	218	10.0
10	219	54.0
10	220	43.0
10	222	354.0
10	225	352.0
10	229	560.0
10	230	34.0
10	231	46.0
10	232	358.0
10	233	6.0
10	234	46.0
10	235	78.0
10	236	84.0
10	237	88.0
10	238	43.0
10	24	5.0
10	240	194.0
10	241	224.0
10	242	40.0
10	245	341.0
10	246	256.0
10	248	102.0
10	249	285.0
10	250	112.0
10	251	319.0
10	252	10.0
10	253	13.0
10	35	117.0
10	37	238.0
10	39	38.0
10	41	38.0
10	43	81.0
10	46	86.0
10	52	348.0
10	54	60.0
10	62	214.0
10	68	187.0
10	85	50.0
10	86	57.0
10	88	3.0
10	89	173.0
10	93	84.0
10	96	72.0
101	103	27.0
101	108	124.0
101	109	104.0
101	112	4.0
101	113	224.0
101	115	225.0
101	118	6.0
101	121	30.0
101	125	656.0
101	128	6.0
101	139	57.0
101	151	68.0
101	153	143.0
101	157	200.0
101	158	208.0
101	161	111.0
101	164	1066.0
101	165	25.0
101	166	528.0
101	167	697.0
101	168	780.0
101	169	1022.0
101	170	2352.0
101	171	28.0
101	172	252.0
